Domain Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
www.thestar.co.uk,Website,white,Local & Regional News,,339397631,UK General Market
www.yorkshireeveningpost.co.uk,Website,white,Local & Regional News,,338416963,UK General Market
www.wirralglobe.co.uk,Website,white,Local & Regional News,,336640519,UK General Market
www.readingchronicle.co.uk,Website,white,Local & Regional News,,320022437,UK General Market
www.leaderlive.co.uk,Website,white,Local & Regional News,,317513754,UK General Market
www.watfordobserver.co.uk,Website,white,Local & Regional News,,309189336,UK General Market
www.nwemail.co.uk,Website,white,Local & Regional News,,302749135,UK General Market
www.sthelensstar.co.uk,Website,white,Local & Regional News,,234461145,UK General Market
www.cheshire-live.co.uk,Website,white,Local & Regional News,,229953638,UK General Market
www.northwichguardian.co.uk,Website,white,Local & Regional News,,210382238,UK General Market
www.hampshirechronicle.co.uk,Website,white,Local & Regional News,,200348398,UK General Market
www.romfordrecorder.co.uk,Website,white,Local & Regional News,,198819769,UK General Market
www.portsmouth.co.uk,Website,white,Local & Regional News,,189169195,UK General Market
www.basingstokegazette.co.uk,Website,white,Local & Regional News,,182281217,UK General Market
www.falmouthpacket.co.uk,Website,white,Local & Regional News,,174303184,UK General Market
www.greatyarmouthmercury.co.uk,Website,white,Local & Regional News,,168729311,UK General Market
www.sussexexpress.co.uk,Website,white,Local & Regional News,,165680679,UK General Market
www.countytimes.co.uk,Website,white,Local & Regional News,,158144694,UK General Market
www.kidderminstershuttle.co.uk,Website,white,Local & Regional News,,150572035,UK General Market
www.gazetteandherald.co.uk,Website,white,Local & Regional News,,144374683,UK General Market
www.salisburyjournal.co.uk,Website,white,Local & Regional News,,139889918,UK General Market
www.lep.co.uk,Website,white,Local & Regional News,,136246691,UK General Market
www.northnorfolknews.co.uk,Website,white,Local & Regional News,,136131863,UK General Market
www.somersetcountygazette.co.uk,Website,white,Local & Regional News,,133142612,UK General Market
www.blackpoolgazette.co.uk,Website,white,Local & Regional News,,126270474,UK General Market
www.yorkshirepost.co.uk,Website,white,Local & Regional News,,123053861,UK General Market
www.northamptonchron.co.uk,Website,white,Local & Regional News,,122376590,UK General Market
www.yourlocalguardian.co.uk,Website,white,Local & Regional News,,119083498,UK General Market
www.thewestmorlandgazette.co.uk,Website,white,Local & Regional News,,107043939,UK General Market
www.peterboroughtoday.co.uk,Website,white,Local & Regional News,,101357742,UK General Market
www.hertsad.co.uk,Website,white,Local & Regional News,,97633843,UK General Market
www.rhyljournal.co.uk,Website,white,Local & Regional News,,96006882,UK General Market
www.stourbridgenews.co.uk,Website,white,Local & Regional News,,95547698,UK General Market
www.runcornandwidnesworld.co.uk,Website,white,Local & Regional News,,91778408,UK General Market
www.bridportnews.co.uk,Website,white,Local & Regional News,,88039438,UK General Market
www.doncasterfreepress.co.uk,Website,white,Local & Regional News,,86138206,UK General Market
www.thisisoxfordshire.co.uk,Website,white,Local & Regional News,,85150976,UK General Market
www.lowestoftjournal.co.uk,Website,white,Local & Regional News,,81851261,UK General Market
www.sloughobserver.co.uk,Website,white,Local & Regional News,,77976604,UK General Market
www.cravenherald.co.uk,Website,white,Local & Regional News,,77743138,UK General Market
www.huntspost.co.uk,Website,white,Local & Regional News,,76120089,UK General Market
www.bracknellnews.co.uk,Website,white,Local & Regional News,,74217518,UK General Market
www.clactonandfrintongazette.co.uk,Website,white,Local & Regional News,,73125199,UK General Market
www.gazetteseries.co.uk,Website,white,Local & Regional News,,72798844,UK General Market
www.halifaxcourier.co.uk,Website,white,Local & Regional News,,70726925,UK General Market
www.stroudnewsandjournal.co.uk,Website,white,Local & Regional News,,68556050,UK General Market
www.hamhigh.co.uk,Website,white,Local & Regional News,,67920090,UK General Market
www.whitehavennews.co.uk,Website,white,Local & Regional News,,65345833,UK General Market
www.the-gazette.co.uk,Website,white,Local & Regional News,,65238446,UK General Market
www.halesowennews.co.uk,Website,white,Local & Regional News,,64414329,UK General Market
www.keighleynews.co.uk,Website,white,Local & Regional News,,63505900,UK General Market
www.clydebankpost.co.uk,Website,white,Local & Regional News,,63202195,UK General Market
www.gazetteherald.co.uk,Website,white,Local & Regional News,,63007305,UK General Market
www.bridgwatermercury.co.uk,Website,white,Local & Regional News,,62537085,UK General Market
www.andoveradvertiser.co.uk,Website,white,Local & Regional News,,62151690,UK General Market
www.malverngazette.co.uk,Website,white,Local & Regional News,,60795058,UK General Market
www.eveshamjournal.co.uk,Website,white,Local & Regional News,,58874059,UK General Market
www.northwaleschronicle.co.uk,Website,white,Local & Regional News,,58041313,UK General Market
www.huffingtonpost.co.uk,Website,white,Local & Regional News,,58002835,UK General Market
www.timesandstar.co.uk,Website,white,Local & Regional News,,55121626,UK General Market
www.newsletter.co.uk,Website,white,Local & Regional News,,52917239,UK General Market
www.suffolknews.co.uk,Website,white,Local & Regional News,,48077447,UK General Market
www.leighjournal.co.uk,Website,white,Local & Regional News,,46811718,UK General Market
www.knutsfordguardian.co.uk,Website,white,Local & Regional News,,46778625,UK General Market
www.wakefieldexpress.co.uk,Website,white,Local & Regional News,,45819970,UK General Market
www.hexham-courant.co.uk,Website,white,Local & Regional News,,45708241,UK General Market
www.northwalespioneer.co.uk,Website,white,Local & Regional News,,44949433,UK General Market
www.lincsonline.co.uk,Website,white,Local & Regional News,,43865270,UK General Market
www.ilkleygazette.co.uk,Website,white,Local & Regional News,,43200776,UK General Market
www.dudleynews.co.uk,Website,white,Local & Regional News,,43065588,UK General Market
www.miltonkeynes.co.uk,Website,white,Local & Regional News,,42527957,UK General Market
www.redditchadvertiser.co.uk,Website,white,Local & Regional News,,40423473,UK General Market
www.inverness-courier.co.uk,Website,white,Local & Regional News,,40223731,UK General Market
www.barryanddistrictnews.co.uk,Website,white,Local & Regional News,,39425290,UK General Market
www.tivysideadvertiser.co.uk,Website,white,Local & Regional News,,39258635,UK General Market
www.southwalesguardian.co.uk,Website,white,Local & Regional News,,38990502,UK General Market
www.newhamrecorder.co.uk,Website,white,Local & Regional News,,37677292,UK General Market
www.helensburghadvertiser.co.uk,Website,white,Local & Regional News,,37160838,UK General Market
www.chad.co.uk,Website,white,Local & Regional News,,35472036,UK General Market
www.falkirkherald.co.uk,Website,white,Local & Regional News,,34601650,UK General Market
www.hartlepoolmail.co.uk,Website,white,Local & Regional News,,33755097,UK General Market
www.becclesandbungayjournal.co.uk,Website,white,Local & Regional News,,33738181,UK General Market
www.thisislocallondon.co.uk,Website,white,Local & Regional News,,32097319,UK General Market
www.lancasterguardian.co.uk,Website,white,Local & Regional News,,31758827,UK General Market
www.lutontoday.co.uk,Website,white,Local & Regional News,,31629080,UK General Market
www.ianvisits.co.uk,Website,white,Local & Regional News,,30707651,UK General Market
www.pressandjournal.co.uk,Website,white,Local & Regional News,,30552554,UK General Market
www.exmouthjournal.co.uk,Website,white,Local & Regional News,,29950701,UK General Market
www.dumbartonreporter.co.uk,Website,white,Local & Regional News,,29932459,UK General Market
www.thecourier.co.uk,Website,white,Local & Regional News,,29321733,UK General Market
www.hackneygazette.co.uk,Website,white,Local & Regional News,,28628366,UK General Market
www.fifetoday.co.uk,Website,white,Local & Regional News,,28238463,UK General Market
www.witneygazette.co.uk,Website,white,Local & Regional News,,28225269,UK General Market
www.bromsgroveadvertiser.co.uk,Website,white,Local & Regional News,,27457986,UK General Market
www.northumberlandgazette.co.uk,Website,white,Local & Regional News,,27178848,UK General Market
www.ilfordrecorder.co.uk,Website,white,Local & Regional News,,25799575,UK General Market
www.barkinganddagenhampost.co.uk,Website,white,Local & Regional News,,25046453,UK General Market
www.guardian-series.co.uk,Website,white,Local & Regional News,,24680219,UK General Market
www.islingtongazette.co.uk,Website,white,Local & Regional News,,24581227,UK General Market
www.cotswoldjournal.co.uk,Website,white,Local & Regional News,,24397387,UK General Market
www.wandsworthguardian.co.uk,Website,white,Local & Regional News,,24362209,UK General Market
www.wiltshire999s.co.uk,Website,white,Local & Regional News,,22128714,UK General Market
walthamforestecho.co.uk,Website,white,Local & Regional News,,19676882,UK General Market
www.heraldseries.co.uk,Website,white,Local & Regional News,,19416836,UK General Market
www.denbighshirefreepress.co.uk,Website,white,Local & Regional News,,19029696,UK General Market
www.whitchurchherald.co.uk,Website,white,Local & Regional News,,18216547,UK General Market
www.surreycomet.co.uk,Website,white,Local & Regional News,,18147093,UK General Market
www.sidmouthherald.co.uk,Website,white,Local & Regional News,,17930642,UK General Market
www.cambrian-news.co.uk,Website,white,Local & Regional News,,17705157,UK General Market
www.maidenhead-advertiser.co.uk,Website,white,Local & Regional News,,16810284,UK General Market
www.eastlondonadvertiser.co.uk,Website,white,Local & Regional News,,16744722,UK General Market
www.bedfordtoday.co.uk,Website,white,Local & Regional News,,16017527,UK General Market
www.peterboroughmatters.co.uk,Website,white,Local & Regional News,,15879558,UK General Market
www.rotherhamadvertiser.co.uk,Website,white,Local & Regional News,,15783229,UK General Market
www.harrogateadvertiser.co.uk,Website,white,Local & Regional News,,15594424,UK General Market
www.ledburyreporter.co.uk,Website,white,Local & Regional News,,15168213,UK General Market
www.thurrockgazette.co.uk,Website,white,Local & Regional News,,14983182,UK General Market
www.halsteadgazette.co.uk,Website,white,Local & Regional News,,14859925,UK General Market
www.times-series.co.uk,Website,white,Local & Regional News,,13232476,UK General Market
www.northern-scot.co.uk,Website,white,Local & Regional News,,13217953,UK General Market
southwarknews.co.uk,Website,white,Local & Regional News,,12411742,UK General Market
www.wymondhamandattleboroughmercury.co.uk,Website,white,Local & Regional News,,11791915,UK General Market
www.newarkadvertiser.co.uk,Website,white,Local & Regional News,,11776973,UK General Market
www.hertfordshiremercury.co.uk,Website,white,Local & Regional News,,11678010,UK General Market
www.bucksherald.co.uk,Website,white,Local & Regional News,,11557253,UK General Market
www.forestryjournal.co.uk,Website,white,Local & Regional News,,11329046,UK General Market
enfielddispatch.co.uk,Website,white,Local & Regional News,,10962778,UK General Market
www.johnogroat-journal.co.uk,Website,white,Local & Regional News,,10793620,UK General Market
www.midweekherald.co.uk,Website,white,Local & Regional News,,10127179,UK General Market
www.milfordmercury.co.uk,Website,white,Local & Regional News,,9742580,UK General Market
www.banburyguardian.co.uk,Website,white,Local & Regional News,,9627352,UK General Market
www.newburytoday.co.uk,Website,white,Local & Regional News,,9467641,UK General Market
www.staffordshire-live.co.uk,Website,white,Local & Regional News,,9131673,UK General Market
www.wimbledonguardian.co.uk,Website,white,Local & Regional News,,9083337,UK General Market
www.dailymail.co.uk,Website,white,National News,,148305536296,UK General Market
www.mirror.co.uk,Website,white,National News,,31310139047,UK General Market
www.theguardian.com,Website,white,National News,,21370509849,UK General Market
www.thesun.co.uk,Website,white,National News,,13886240948,UK General Market
www.express.co.uk,Website,white,National News,,12876756883,UK General Market
www.independent.co.uk,Website,white,National News,,12838156779,UK General Market
www.dailyrecord.co.uk,Website,white,National News,,7726329378,UK General Market
www.walesonline.co.uk,Website,white,National News,,5744976024,UK General Market
metro.co.uk,Website,white,National News,,3492571819,UK General Market
www.thetimes.com,Website,white,National News,,2959996612,UK General Market
www.dailystar.co.uk,Website,white,National News,,2898577224,UK General Market
www.telegraph.co.uk,Website,white,National News,,2275681509,UK General Market
www.newsnow.co.uk,Website,white,National News,,2104817055,UK General Market
www.standard.co.uk,Website,white,National News,,1362019228,UK General Market
www.thescottishsun.co.uk,Website,white,National News,,1227379129,UK General Market
www.aol.co.uk,Website,white,National News,,512253114,UK General Market
games.dailymail.co.uk,Website,white,National News,,475101310,UK General Market
inews.co.uk,Website,white,National News,,302811090,UK General Market
m.belfasttelegraph.co.uk,Website,white,National News,,118875306,UK General Market
c.newsnow.co.uk,Website,white,National News,,103212633,UK General Market
app.telegraph.co.uk,Website,white,National News,,98827422,UK General Market
puzzles.independent.co.uk,Website,white,National News,,91863484,UK General Market
www.belfasttelegraph.co.uk,Website,white,National News,,43583161,UK General Market
amp.theguardian.com,Website,white,National News,,24976749,UK General Market
www.babycentre.co.uk,Website,white,Parenting & Family,,37537374,UK General Market
www.craftsonsea.co.uk,Website,white,Parenting & Family,,37119667,UK General Market
www.amummytoo.co.uk,Website,white,Parenting & Family,,32793812,UK General Market
themummybubble.co.uk,Website,white,Parenting & Family,,20998404,UK General Market
community.babycentre.co.uk,Website,white,Parenting & Family,,20202384,UK General Market
northwestforkids.co.uk,Website,white,Parenting & Family,,20119468,UK General Market
intheplayroom.co.uk,Website,white,Parenting & Family,,17252204,UK General Market
rainydaymum.co.uk,Website,white,Parenting & Family,,12938452,UK General Market
www.northeastfamilyfun.co.uk,Website,white,Parenting & Family,,10411267,UK General Market
peakdistrictkids.co.uk,Website,white,Parenting & Family,,9173999,UK General Market
www.horseandhound.co.uk,Website,white,Pets & Outdoors,,75451554,UK General Market
www.anglingtimes.co.uk,Website,white,Pets & Outdoors,,22784717,UK General Market
www.flyfishing.co.uk,Website,white,Pets & Outdoors,,18875351,UK General Market
www.radio-uk.co.uk,Website,white,Radio & Audio,,4462859241,UK General Market
www.radiotimes.com,Website,white,Radio & Audio,,1123718927,UK General Market
www.capitalfm.com,Website,white,Radio & Audio,,230607712,UK General Market
www.dontgobaconmyheart.co.uk,Website,white,Radio & Audio,,157697394,UK General Market
hellorayo.co.uk,Website,white,Radio & Audio,,140965489,UK General Market
www.classicfm.com,Website,white,Radio & Audio,,71697642,UK General Market
www.lbc.co.uk,Website,white,Radio & Audio,,58479445,UK General Market
www.heart.co.uk,Website,white,Radio & Audio,,50445598,UK General Market
www.smoothradio.com,Website,white,Radio & Audio,,26892515,UK General Market
www.radiox.co.uk,Website,white,Radio & Audio,,16357659,UK General Market
virginradio.co.uk,Website,white,Radio & Audio,,16174911,UK General Market
www.ebay.co.uk,Website,white,Shopping & Deals,,3224164036,UK General Market
www.vinted.co.uk,Website,white,Shopping & Deals,,1549069216,UK General Market
www.newsshopper.co.uk,Website,white,Shopping & Deals,,471016606,UK General Market
www.idealhome.co.uk,Website,white,Shopping & Deals,,333638326,UK General Market
www.preloved.co.uk,Website,white,Shopping & Deals,,212779953,UK General Market
www.ukworkshop.co.uk,Website,white,Shopping & Deals,,48429382,UK General Market
www.swapz.co.uk,Website,white,Shopping & Deals,,28900866,UK General Market
www.dealmoon.co.uk,Website,white,Shopping & Deals,,27055351,UK General Market
www.latestdeals.co.uk,Website,white,Shopping & Deals,,23589452,UK General Market
pay.ebay.co.uk,Website,white,Shopping & Deals,,16928763,UK General Market
signin.ebay.co.uk,Website,white,Shopping & Deals,,9324386,UK General Market
www.bishopsstortfordindependent.co.uk,Website,white,Shopping & Deals,,9152906,UK General Market
www.goal.com,Website,white,Sports & Football,,8175913368,UK General Market
www.sportbible.com,Website,white,Sports & Football,,3604112272,UK General Market
www.90min.com,Website,white,Sports & Football,,1820004478,UK General Market
talksport.com,Website,white,Sports & Football,,1806396981,UK General Market
www.givemesport.com,Website,white,Sports & Football,,1777555864,UK General Market
www.transfermarkt.co.uk,Website,white,Sports & Football,,639927839,UK General Market
www.twtd.co.uk,Website,white,Sports & Football,,437588032,UK General Market
www.flashscore.co.uk,Website,white,Sports & Football,,434873599,UK General Market
footballleagueworld.co.uk,Website,white,Sports & Football,,429932438,UK General Market
forums.bluemoon-mcfc.co.uk,Website,white,Sports & Football,,303683355,UK General Market
www.footballwebpages.co.uk,Website,white,Sports & Football,,261184901,UK General Market
www.fourfourtwo.com,Website,white,Sports & Football,,207124646,UK General Market
www.fantasyfootballscout.co.uk,Website,white,Sports & Football,,177242516,UK General Market
www.themag.co.uk,Website,white,Sports & Football,,164833949,UK General Market
www.rangersnews.uk,Website,white,Sports & Football,,157931421,UK General Market
www.anfieldwatch.co.uk,Website,white,Sports & Football,,151940529,UK General Market
pasoti.co.uk,Website,white,Sports & Football,,131237660,UK General Market
www.ruck.co.uk,Website,white,Sports & Football,,122783263,UK General Market
ruck.co.uk,Website,white,Sports & Football,,118282779,UK General Market
forums.vitalfootball.co.uk,Website,white,Sports & Football,,103894271,UK General Market
www.fansnetwork.co.uk,Website,white,Sports & Football,,95378508,UK General Market
www.rangersreview.co.uk,Website,white,Sports & Football,,80100761,UK General Market
www.footballscotland.co.uk,Website,white,Sports & Football,,78303419,UK General Market
www.se80.co.uk,Website,white,Sports & Football,,67281239,UK General Market
www.celticway.co.uk,Website,white,Sports & Football,,66988892,UK General Market
centredevils.co.uk,Website,white,Sports & Football,,65720970,UK General Market
sportwitness.co.uk,Website,white,Sports & Football,,63791049,UK General Market
sportbible.com,Website,white,Sports & Football,,62768247,UK General Market
www.cardiffcityforum.co.uk,Website,white,Sports & Football,,61736474,UK General Market
www.celticquicknews.co.uk,Website,white,Sports & Football,,57161323,UK General Market
www.owlstalk.co.uk,Website,white,Sports & Football,,51940881,UK General Market
www.hmfckickback.co.uk,Website,white,Sports & Football,,49849313,UK General Market
www.foxestalk.co.uk,Website,white,Sports & Football,,47832745,UK General Market
cityxtra.co.uk,Website,white,Sports & Football,,46405207,UK General Market
fanbanter.co.uk,Website,white,Sports & Football,,44259618,UK General Market
www.forestforum.co.uk,Website,white,Sports & Football,,40473969,UK General Market
rangersrumours.co.uk,Website,white,Sports & Football,,39731339,UK General Market
utddistrict.co.uk,Website,white,Sports & Football,,35405245,UK General Market
the72.co.uk,Website,white,Sports & Football,,32906799,UK General Market
avftt.co.uk,Website,white,Sports & Football,,32538993,UK General Market
www.astonvillanews.co.uk,Website,white,Sports & Football,,31381764,UK General Market
www.uk-muscle.co.uk,Website,white,Sports & Football,,30364916,UK General Market
www.ibroxnoise.co.uk,Website,white,Sports & Football,,28382911,UK General Market
www.wearepalace.uk,Website,white,Sports & Football,,26601127,UK General Market
www.liverpoolway.co.uk,Website,white,Sports & Football,,25355807,UK General Market
bournemouth-forum.vitalfootball.co.uk,Website,white,Sports & Football,,25349110,UK General Market
www.thenpl.co.uk,Website,white,Sports & Football,,24277611,UK General Market
www.anfieldcentral.co.uk,Website,white,Sports & Football,,18589559,UK General Market
www.molineuxmix.co.uk,Website,white,Sports & Football,,18448743,UK General Market
thefightingcock.co.uk,Website,white,Sports & Football,,18326515,UK General Market
www.westbromnews.co.uk,Website,white,Sports & Football,,17892253,UK General Market
kerrydalestreet.co.uk,Website,white,Sports & Football,,17067379,UK General Market
www.onevalefan.co.uk,Website,white,Sports & Football,,16733778,UK General Market
www.isthmian.co.uk,Website,white,Sports & Football,,15392077,UK General Market
dcfcfans.uk,Website,white,Sports & Football,,14625901,UK General Market
www.bunkered.co.uk,Website,white,Sports & Football,,13536320,UK General Market
saintsweb.co.uk,Website,white,Sports & Football,,12620545,UK General Market
loftforwords.fansnetwork.co.uk,Website,white,Sports & Football,,12513820,UK General Market
www.discosportforums.co.uk,Website,white,Sports & Football,,11775858,UK General Market
www.nationalrail.co.uk,Website,white,Travel & Transport,,828065261,UK General Market
www.realtimetrains.co.uk,Website,white,Travel & Transport,,459609794,UK General Market
www.tripadvisor.co.uk,Website,white,Travel & Transport,,418427281,UK General Market
tfl.gov.uk,Website,white,Travel & Transport,,313035346,UK General Market
www.dayoutwiththekids.co.uk,Website,white,Travel & Transport,,170458200,UK General Market
www.cruisemummy.co.uk,Website,white,Travel & Transport,,112633161,UK General Market
www.thedibb.co.uk,Website,white,Travel & Transport,,72114627,UK General Market
handluggageonly.co.uk,Website,white,Travel & Transport,,50997628,UK General Market
www.thebeachguide.co.uk,Website,white,Travel & Transport,,18961663,UK General Market
www.kayak.co.uk,Website,white,Travel & Transport,,15935303,UK General Market
geographical.co.uk,Website,white,Travel & Transport,,15248221,UK General Market
boards.cruisecritic.co.uk,Website,white,Travel & Transport,,12449776,UK General Market
www.cheapflights.co.uk,Website,white,Travel & Transport,,11468940,UK General Market
www.northernrailway.co.uk,Website,white,Travel & Transport,,11346841,UK General Market
onyourjourney.co.uk,Website,white,Travel & Transport,,9997426,UK General Market
www.exploringgb.co.uk,Website,white,Travel & Transport,,9786320,UK General Market
www.cruisecritic.co.uk,Website,white,Travel & Transport,,9768254,UK General Market
